idno,cntry,ppltrst,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,prtvtddk,gndr,agea,edlvddk,infqbst,grspnum,region
116153,DK,9,7,9,9,7,9,6,8,Socialdemokratiet - The Social democrats,Male,71,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
116201,DK,7,6,9,9,5,4,7,5,,Male,19,Folkeskole 9.-10. klasse,,,Syddanmark
116249,DK,10,8,10,10,8,8,8,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,32,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,58000,Sjælland
116260,DK,9,9,7,9,6,8,6,10,Socialdemokratiet - The Social democrats,Female,59,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,30000,Sjælland
116341,DK,7,6,9,10,7,8,8,10,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,30,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000,Sjælland
116448,DK,5,5,9,0,3,4,4,5,,Female,89,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Midtjylland
116473,DK,7,6,4,2,5,5,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,89,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,,Nordjylland
116499,DK,8,8,9,7,7,8,,,Socialdemokratiet - The Social democrats,Male,72,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Midtjylland
116513,DK,8,5,8,9,4,,,7,Socialdemokratiet - The Social democrats,Male,29,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,23000,Hovedstaden
116526,DK,8,6,7,7,5,5,5,6,,Female,61,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
116724,DK,7,6,,7,3,5,,5,Enhedslisten - Unity List - The Red-Green Alliance,Male,35,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,20000,Syddanmark
116737,DK,5,5,9,9,5,5,6,7,Socialdemokratiet - The Social democrats,Female,41,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,23000,Hovedstaden
116771,DK,7,6,7,8,7,7,6,7,,Male,16,Folkeskole 9.-10. klasse,Monthly,1100,Syddanmark
116955,DK,10,7,9,10,5,4,6,8,,Female,55,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000,Hovedstaden
116965,DK,5,3,3,3,3,3,7,7,,Male,57,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,,Sjælland
116972,DK,10,9,9,5,5,5,5,5,Enhedslisten - Unity List - The Red-Green Alliance,Female,38,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",,,Midtjylland
117007,DK,5,4,8,7,5,5,6,9,,Female,58,Universitetsbachelor. 1. del af kandidatuddannelse,,0,Midtjylland
117017,DK,5,3,6,7,3,2,3,3,Other,Female,42,Other,,,Midtjylland
117030,DK,9,7,8,9,7,7,7,7,Liberal Alliance - Liberal Alliance,Female,45,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,27000,Nordjylland
117144,DK,9,5,6,6,3,3,5,5,Det Konservative Folkeparti - Conservative People's Party,Female,43,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,60000,Nordjylland
117167,DK,7,9,9,8,7,7,6,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,21,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Sjælland
117218,DK,6,4,6,8,0,2,4,4,,Female,17,Folkeskole 9.-10. klasse,,,Nordjylland
117250,DK,5,8,9,9,4,5,5,7,Socialdemokratiet - The Social democrats,Female,23,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Hovedstaden
117251,DK,4,5,,7,4,,,,,Male,15,Folkeskole 6.-8. klasse,,,Midtjylland
117311,DK,5,0,0,5,0,0,0,0,Dansk Folkeparti - Danish People's Party,Female,64,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
117376,DK,9,10,10,10,7,7,8,8,Det Radikale Venstre - The Radical Liberal Party,Male,44,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,37000,Midtjylland
117383,DK,8,3,8,8,1,3,6,8,Alternativet - The Alternative,Female,45,"Forskeruddannelse. Ph.d., doktor",Monthly,88000,Midtjylland
117393,DK,8,8,9,7,8,8,7,8,SF Socialistisk Folkeparti - Socialist People's Party,Female,43,"Forskeruddannelse. Ph.d., doktor",Monthly,70000,Midtjylland
117489,DK,8,7,10,8,6,7,7,8,Det Radikale Venstre - The Radical Liberal Party,Female,34,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,43000,Sjælland
117497,DK,8,8,9,8,4,5,2,7,Enhedslisten - Unity List - The Red-Green Alliance,Male,73,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
117538,DK,7,7,8,8,6,5,4,4,,Female,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Hovedstaden
117635,DK,6,4,9,10,4,6,4,7,Socialdemokratiet - The Social democrats,Male,64,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
117682,DK,5,0,,10,0,0,9,0,,Female,82,Folkeskole 6.-8. klasse,,,Hovedstaden
117690,DK,8,4,7,7,4,4,4,4,Socialdemokratiet - The Social democrats,Female,49,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,35000,Syddanmark
117747,DK,7,5,4,5,5,5,3,6,SF Socialistisk Folkeparti - Socialist People's Party,Male,83,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Syddanmark
117813,DK,8,9,9,6,5,5,4,6,Alternativet - The Alternative,Female,25,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,12000,Midtjylland
117814,DK,9,7,9,10,7,7,9,,Dansk Folkeparti - Danish People's Party,Male,53,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Sjælland
117897,DK,8,6,8,9,5,5,5,8,SF Socialistisk Folkeparti - Socialist People's Party,Female,46,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Sjælland
117937,DK,9,6,9,9,5,7,5,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,53,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32600,Midtjylland
117958,DK,7,7,8,8,7,7,7,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,47,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,27000,Sjælland
117967,DK,7,3,9,10,2,2,4,9,,Female,39,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,19000,Sjælland
117989,DK,10,9,10,9,8,10,9,9,Det Radikale Venstre - The Radical Liberal Party,Female,30,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,1,Midtjylland
118101,DK,6,4,7,8,3,,,4,Dansk Folkeparti - Danish People's Party,Male,24,Folkeskole 9.-10. klasse,Monthly,,Midtjylland
118128,DK,5,7,9,9,6,6,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,46,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,52000,Midtjylland
118140,DK,4,10,10,10,5,5,4,6,Socialdemokratiet - The Social democrats,Male,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,13500,Midtjylland
118180,DK,8,6,9,9,5,4,4,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,49,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,35000,Hovedstaden
118194,DK,8,5,8,9,4,4,1,1,,Male,47,Folkeskole 9.-10. klasse,Monthly,,Sjælland
118204,DK,8,9,9,9,7,6,7,9,Det Radikale Venstre - The Radical Liberal Party,Female,55,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,40000,Sjælland
118259,DK,8,7,9,7,5,6,6,8,SF Socialistisk Folkeparti - Socialist People's Party,Male,64,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",,,Midtjylland
118318,DK,9,10,9,9,8,8,6,9,Det Konservative Folkeparti - Conservative People's Party,Female,36,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,61800,Syddanmark
118379,DK,7,3,8,7,3,3,2,8,Socialdemokratiet - The Social democrats,Female,68,Folkeskole 9.-10. klasse,Monthly,33000,Midtjylland
118439,DK,8,7,8,8,4,4,2,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,47,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29800,Hovedstaden
118484,DK,9,8,10,10,6,5,8,6,SF Socialistisk Folkeparti - Socialist People's Party,Male,61,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,10000,Midtjylland
118548,DK,6,3,3,4,2,3,4,4,,Female,18,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Sjælland
118767,DK,4,5,7,5,2,3,,,,Female,17,Folkeskole 9.-10. klasse,,,Midtjylland
118835,DK,6,6,9,9,6,6,4,6,Dansk Folkeparti - Danish People's Party,Male,34,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,32000,Nordjylland
118859,DK,6,6,7,8,7,5,4,5,Det Konservative Folkeparti - Conservative People's Party,Male,61,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,40000,Sjælland
119007,DK,10,3,9,8,1,2,2,5,,Male,69,Folkeskole 6.-8. klasse,Monthly,,Nordjylland
119020,DK,8,3,6,6,3,1,1,3,Socialdemokratiet - The Social democrats,Male,80,Folkeskole 9.-10. klasse,Monthly,,Sjælland
119072,DK,8,7,9,9,6,6,5,6,,Female,43,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
119145,DK,8,5,8,7,7,8,2,8,Dansk Folkeparti - Danish People's Party,Male,87,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
119148,DK,5,4,8,8,3,4,4,4,,Male,68,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
119247,DK,8,5,8,8,5,5,5,8,Socialdemokratiet - The Social democrats,Male,73,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",,,Sjælland
119312,DK,2,6,6,6,6,6,4,6,Dansk Folkeparti - Danish People's Party,Male,52,Folkeskole 9.-10. klasse,Monthly,,Sjælland
119439,DK,5,2,8,8,2,2,,,,Female,55,Folkeskole 9.-10. klasse,Monthly,,Syddanmark
119465,DK,7,5,7,5,2,5,5,3,Liberal Alliance - Liberal Alliance,Male,27,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
119584,DK,5,5,5,8,6,5,0,7,Socialdemokratiet - The Social democrats,Male,68,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
119601,DK,5,6,8,9,3,3,3,4,Det Konservative Folkeparti - Conservative People's Party,Male,58,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,57500,Midtjylland
119626,DK,6,6,7,7,6,6,4,6,Liberal Alliance - Liberal Alliance,Male,26,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30500,Hovedstaden
119635,DK,3,3,3,6,3,3,3,3,,Female,69,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
119699,DK,9,5,9,9,5,5,5,7,Socialdemokratiet - The Social democrats,Male,55,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Hovedstaden
119712,DK,8,8,8,8,7,7,,,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,42,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,38000,Syddanmark
119820,DK,5,8,10,10,6,7,4,9,Socialdemokratiet - The Social democrats,Female,90,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
119826,DK,7,3,7,7,2,3,3,7,Enhedslisten - Unity List - The Red-Green Alliance,Male,37,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,22500,Sjælland
119828,DK,4,5,,10,8,7,,,,Female,37,,,,Sjælland
119841,DK,9,6,10,10,6,6,7,9,Det Radikale Venstre - The Radical Liberal Party,Male,40,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,900000,Sjælland
120014,DK,4,7,7,6,4,6,7,8,Socialdemokratiet - The Social democrats,Male,21,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,50000,Sjælland
120043,DK,9,10,10,9,8,,6,9,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,68,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Sjælland
120059,DK,8,8,9,9,7,7,6,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,46,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,72000,Sjælland
120116,DK,5,5,9,9,7,7,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,90,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
120148,DK,6,7,8,8,5,6,4,6,Socialdemokratiet - The Social democrats,Male,28,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,21000,Midtjylland
120170,DK,6,,,8,,,7,,,Female,36,Folkeskole 9.-10. klasse,,,Sjælland
120331,DK,8,7,8,8,6,7,6,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,56,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,60000,Syddanmark
120333,DK,7,5,7,7,3,4,4,5,Liberal Alliance - Liberal Alliance,Female,49,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,25000,Sjælland
120409,DK,9,7,9,9,8,8,7,9,Socialdemokratiet - The Social democrats,Male,70,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Syddanmark
120411,DK,8,7,7,7,6,6,7,9,,Male,55,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000,Syddanmark
120412,DK,8,9,9,9,8,8,7,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,60,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36000,Nordjylland
120421,DK,9,5,9,9,4,4,3,2,Enhedslisten - Unity List - The Red-Green Alliance,Male,69,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
120442,DK,6,4,3,8,4,3,5,7,Alternativet - The Alternative,Female,48,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
120443,DK,10,8,10,10,7,5,3,8,,Male,48,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,,Syddanmark
120708,DK,10,5,9,9,4,4,3,5,Dansk Folkeparti - Danish People's Party,Female,50,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,33000,Syddanmark
120826,DK,7,7,8,8,6,7,7,8,Socialdemokratiet - The Social democrats,Female,58,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,25000,Nordjylland
120862,DK,6,7,7,7,6,5,7,7,,Male,16,Folkeskole 9.-10. klasse,,,Syddanmark
120900,DK,5,0,0,0,0,2,1,0,Enhedslisten - Unity List - The Red-Green Alliance,Male,67,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Midtjylland
120902,DK,3,8,10,9,6,6,7,9,Liberal Alliance - Liberal Alliance,Male,27,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,,Midtjylland
120935,DK,8,8,9,10,6,7,7,7,Alternativet - The Alternative,Female,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Midtjylland
120967,DK,7,7,8,8,7,6,7,7,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,85,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
120972,DK,8,,8,7,7,7,4,7,Dansk Folkeparti - Danish People's Party,Female,74,Folkeskole 6.-8. klasse,Monthly,,Sjælland
121009,DK,5,2,7,8,2,4,,,Dansk Folkeparti - Danish People's Party,Female,63,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
121022,DK,6,3,3,5,2,2,,2,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,74,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Syddanmark
121065,DK,6,2,8,8,2,2,1,8,Dansk Folkeparti - Danish People's Party,Male,72,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
121110,DK,8,6,7,7,7,8,8,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,67,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,,Syddanmark
121158,DK,4,1,4,1,0,1,0,3,Alternativet - The Alternative,Female,44,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,,Midtjylland
121173,DK,7,8,9,9,7,8,8,9,Liberal Alliance - Liberal Alliance,Male,22,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,15000,Hovedstaden
121227,DK,9,8,8,10,7,8,10,10,,Male,17,Folkeskole 9.-10. klasse,,,Sjælland
121269,DK,7,6,9,7,1,3,,6,SF Socialistisk Folkeparti - Socialist People's Party,Male,66,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Sjælland
121279,DK,8,5,8,8,5,4,5,6,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,35,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36000,Midtjylland
121287,DK,9,9,10,10,4,8,8,9,Det Radikale Venstre - The Radical Liberal Party,Female,46,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,48550,Sjælland
121375,DK,7,5,4,7,5,5,6,6,Enhedslisten - Unity List - The Red-Green Alliance,Female,29,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
121384,DK,7,5,5,6,5,4,6,8,Socialdemokratiet - The Social democrats,Male,36,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,40000,Nordjylland
121428,DK,6,6,7,8,4,6,5,5,Socialdemokratiet - The Social democrats,Male,56,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000,Sjælland
121590,DK,7,8,9,10,6,5,9,10,SF Socialistisk Folkeparti - Socialist People's Party,Male,58,Folkeskole 9.-10. klasse,Weekly,4200,Sjælland
121657,DK,9,9,8,9,9,8,9,,"Venstre, Danmarks Liberale Parti - The Liberal Party",Female,73,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Hovedstaden
121719,DK,4,4,3,6,3,3,5,7,Liberal Alliance - Liberal Alliance,Male,24,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000,Midtjylland
121740,DK,5,7,7,6,7,7,5,5,,Male,17,Folkeskole 9.-10. klasse,,,Midtjylland
121833,DK,6,5,9,9,6,6,6,6,SF Socialistisk Folkeparti - Socialist People's Party,Female,52,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000,Nordjylland
121973,DK,8,7,5,9,5,5,5,5,Socialdemokratiet - The Social democrats,Female,53,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Syddanmark
122030,DK,6,5,6,8,6,6,,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,39,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Midtjylland
122064,DK,3,3,6,7,3,6,2,6,Liberal Alliance - Liberal Alliance,Male,33,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,49000,Midtjylland
122180,DK,9,8,10,10,5,6,8,8,Det Radikale Venstre - The Radical Liberal Party,Male,74,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
122244,DK,8,10,9,9,8,8,6,6,Socialdemokratiet - The Social democrats,Male,64,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,45000,Nordjylland
122274,DK,6,5,7,7,6,5,6,8,Liberal Alliance - Liberal Alliance,Male,23,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000,Sjælland
122348,DK,8,6,9,6,5,4,6,6,Alternativet - The Alternative,Male,26,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,160000,Midtjylland
122476,DK,7,8,9,9,6,5,5,8,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,27,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Weekly,,Hovedstaden
122518,DK,7,7,9,9,4,4,4,5,Socialdemokratiet - The Social democrats,Female,68,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
122593,DK,6,8,8,9,6,8,8,8,,Male,18,Folkeskole 9.-10. klasse,Monthly,,Sjælland
122602,DK,9,6,7,9,7,7,8,9,Det Radikale Venstre - The Radical Liberal Party,Male,48,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,50000,Midtjylland
122666,DK,4,0,4,9,0,0,0,,Dansk Folkeparti - Danish People's Party,Female,56,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,,Nordjylland
122742,DK,5,8,7,10,8,8,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,58,Folkeskole 9.-10. klasse,Monthly,48000,Sjælland
122759,DK,8,4,3,8,5,5,5,5,"Venstre, Danmarks Liberale Parti - The Liberal Party",Male,68,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,,Sjælland
122792,DK,6,3,4,6,2,2,,,Dansk Folkeparti - Danish People's Party,Female,71,Folkeskole 6.-8. klasse,Monthly,,Syddanmark
122816,DK,7,7,8,8,6,6,,7,Socialdemokratiet - The Social democrats,Male,55,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000,Sjælland
122904,DK,2,3,2,2,0,0,2,3,Dansk Folkeparti - Danish People's Party,Female,74,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,,Sjælland
122955,DK,8,6,9,10,6,5,5,7,Alternativet - The Alternative,Female,24,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30500,Syddanmark
