,idno,gndr,agea,region,prtvtddk,edlvddk,infqbst,grspnum
188,82683,Male,51,DK04,Liberal Alliance - Liberal Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,
189,82701,Male,62,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,920000.0
190,82710,Male,72,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Not applicable,
191,82733,Female,27,DK03,Not applicable,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27000.0
192,82755,Male,63,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
193,82813,Female,68,DK02,Enhedslisten - Unity List - The Red-Green Alliance,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
194,82832,Male,67,DK05,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
195,82855,Male,28,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
196,82889,Male,22,DK05,SF Socialistisk Folkeparti - Socialist People's Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Not applicable,
197,82898,Female,62,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000.0
198,82901,Female,67,DK01,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
199,82975,Female,35,DK05,Enhedslisten - Unity List - The Red-Green Alliance,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
200,82985,Male,73,DK04,Det Konservative Folkeparti - Conservative People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
201,83000,Female,58,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,38000.0
202,83052,Female,23,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",No answer,
203,83084,Female,64,DK03,Don't know,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
204,83098,Female,59,DK04,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,
205,83115,Female,27,DK03,Refusal,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
206,83254,Male,64,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Annual,230000.0
207,83279,Male,87,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
208,83346,Female,35,DK04,Not applicable,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,31000.0
209,83385,Male,34,DK04,Liberal Alliance - Liberal Alliance,"Forskeruddannelse. Ph.d., doktor",Monthly,50000.0
210,83422,Male,63,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000.0
211,83444,Female,15,DK04,Not applicable,Folkeskole 6.-8. klasse,Don't know,0.0
212,83476,Female,52,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,35000.0
213,83616,Female,32,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,32500.0
214,83738,Female,16,DK03,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
215,83816,Female,42,DK04,Refusal,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,38500.0
216,83829,Female,51,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,18000.0
217,83863,Male,40,DK03,Dansk Folkeparti - Danish People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,40000.0
218,84015,Female,45,DK02,Refusal,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
219,84044,Male,18,DK02,Not applicable,Folkeskole 9.-10. klasse,Don't know,15000.0
220,84103,Male,61,DK05,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Don't know,
221,84157,Female,74,DK04,Don't know,Folkeskole 6.-8. klasse,Monthly,
222,84167,Male,28,DK05,Other,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36000.0
223,84222,Male,55,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
224,84234,Male,37,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,67000.0
225,84238,Male,32,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
226,84257,Female,31,DK05,Not applicable,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000.0
227,84314,Male,72,DK02,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Don't know,
228,84317,Male,76,DK05,Refusal,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
229,84320,Male,23,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Not applicable,
230,84435,Male,45,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 9.-10. klasse,Monthly,41500.0
231,84437,Female,47,DK01,Socialdemokratiet - The Social democrats,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,35000.0
232,84475,Female,50,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,55000.0
233,84500,Male,59,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,1000000.0
234,84533,Male,79,DK05,Socialdemokratiet - The Social democrats,Folkeskole 6.-8. klasse,Monthly,
235,84771,Male,26,DK01,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
236,84926,Female,66,DK03,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
237,84956,Female,57,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",No answer,
238,84960,Male,45,DK02,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,
239,84988,Female,61,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,30000.0
240,85013,Female,70,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
241,85036,Female,69,DK01,Enhedslisten - Unity List - The Red-Green Alliance,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
242,85258,Female,59,DK03,Det Radikale Venstre - The Radical Liberal Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,27000.0
243,85318,Female,42,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,90000.0
244,85388,Male,52,DK03,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,34000.0
245,85395,Female,73,DK02,Socialdemokratiet - The Social democrats,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,
246,85437,Male,81,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
247,85521,Female,43,DK02,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,28000.0
248,85576,Male,81,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 6.-8. klasse,Monthly,
249,85617,Female,61,DK04,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,49000.0
250,85622,Female,57,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
251,85628,Female,24,DK04,Liberal Alliance - Liberal Alliance,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,35800.0
252,85684,Male,43,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Not applicable,
253,85700,Male,56,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,55000.0
254,85801,Female,28,DK03,Dansk Folkeparti - Danish People's Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,40000.0
255,85872,Male,63,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
256,85950,Male,26,DK04,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
257,86011,Male,22,DK03,Not applicable,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,
258,86117,Male,47,DK04,Det Konservative Folkeparti - Conservative People's Party,"Forskeruddannelse. Ph.d., doktor",Annual,2500000.0
259,86165,Female,52,DK04,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
260,86209,Female,27,DK03,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30000.0
261,86231,Male,52,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,55000.0
262,86249,Female,67,DK02,Refusal,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
263,86286,Male,72,DK05,Socialdemokratiet - The Social democrats,Folkeskole 6.-8. klasse,Monthly,
264,86317,Male,31,DK04,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,312000.0
265,86472,Male,47,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,26000.0
266,86488,Female,25,DK04,Det Konservative Folkeparti - Conservative People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,14000.0
267,86592,Female,79,DK02,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
268,86656,Male,66,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,350000.0
269,86669,Female,68,DK04,Dansk Folkeparti - Danish People's Party,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
270,86673,Female,37,DK04,SF Socialistisk Folkeparti - Socialist People's Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,45000.0
271,86765,Female,59,DK03,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,38000.0
272,86776,Male,48,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,50000.0
273,86826,Female,52,DK01,Det Konservative Folkeparti - Conservative People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000.0
274,86882,Female,66,DK01,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
275,86976,Male,74,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
276,87044,Female,45,DK05,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,50000.0
277,87087,Male,72,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
278,87167,Male,56,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,60000.0
279,87225,Female,32,DK03,Not applicable,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,16000.0
280,87277,Male,59,DK04,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,
281,87331,Female,66,DK04,Liberal Alliance - Liberal Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000.0
282,87342,Female,55,DK02,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28500.0
283,87420,Female,83,DK02,Not applicable,Folkeskole 6.-8. klasse,Monthly,
284,87472,Male,61,DK05,No answer,Folkeskole 6.-8. klasse,No answer,
285,87477,Male,67,DK04,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
286,87503,Male,30,DK04,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
287,87527,Male,62,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,90000.0
288,87602,Male,27,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,32000.0
289,87627,Female,60,DK05,Det Konservative Folkeparti - Conservative People's Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,35000.0
290,87794,Male,50,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
291,87869,Male,47,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,700000.0
292,87918,Female,29,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
293,87939,Male,25,DK04,Alternativet - The Alternative,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
294,87960,Female,19,DK01,Not applicable,Folkeskole 9.-10. klasse,No answer,
295,88037,Female,66,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Other,Annual,
296,88116,Male,28,DK04,Other,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,17500.0
297,88161,Male,35,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000.0
298,88167,Male,26,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
299,88174,Male,73,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
300,88210,Male,33,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,
301,88285,Female,57,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,24000.0
302,88286,Female,51,DK05,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,34000.0
303,88292,Male,68,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
304,88320,Male,56,DK05,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,30000.0
305,88357,Male,76,DK01,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
306,88391,Male,39,DK04,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,600000.0
307,88399,Male,59,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,7000.0
308,88410,Female,65,DK03,Not applicable,Folkeskole 9.-10. klasse,Monthly,
